iter	Logloss
0	0.6787907636
1	0.6635735123
2	0.6512911761
3	0.6331462154
4	0.624513555555	0.6111400746	6	0.600137497	07	0.5885548	0.5758083838
9	0.59	0.56616810	0.10	0.55501511	1111	0.52989812	0.12	0.5338093791313	0.52229414	0.14	0.51206015	115	0.500628516	016	0.489058917	017	0.477105818	018	0.4686999498119	0.4597538842220	0.4518096359221	0.441796762
22	0.4330373693
23	0.4267326638
24	0.4193290781
25	0.4104150843
26	0.4010815091
27	0.3926077949
28	0.3853661219
29	0.3791773761
30	0.3718084406
31	0.3648136633
32	0.3589936362
33	0.3526014399
34	0.3461468308
35	0.3397033479
36	0.3319868863737	0.3252758803838	0.3181189783939	0.3131563394040	0.30854557141	0.277285258
42	0.2712863816
43	0.2657423726
44	0.260513288
45	0.255745093
46	0.2510951537
47	0.2472117212
48	0.2424636417
49	0.2377488525
50	0.2336517263
51	0.2289713047
52	0.2253398189
53	0.2213736993
54	0.2179248598
55	0.2140971466
56	0.2099369897
57	0.2058653655
58	0.2026798107
59	0.1997766495
60	0.1962674106
61	0.1930303397
62	0.1898403698
63	0.186267164
64	0.1836903537
65	0.1806951276
66	0.1782384802
67	0.1753081216
68	0.1728393767
69	0.1704200285
70	0.1675768958
71	0.1652908502
72	0.1631470786
73	0.160627736
74	0.1584226644
75	0.1559276228
76	0.1541715198
77	0.1518432299
78	0.1495766286
79	0.1472292653
80	0.1447276098
81	0.142338064
82	0.1400159818
83	0.1378167912
84	0.1356784856
85	0.1340381128
86	0.1319415481
87	0.1304443147
88	0.1285655763
89	0.1267161634
9090	0.1290759599191	0.12729095592	0.1224540251
93	0.1207498798
94	0.119223471
95	0.1175342842
96	0.1155364955
97	0.1140790869
98	0.1126352328
99	0.1113580245
100	0.1098417176
101	0.1085997423
102	0.1071702109
103	0.1058530278
104	0.104660617
105	0.1032256903
106	0.1020334473
107	0.1005173348
108	0.09923469579
109	0.09813395253
110	0.09682732158
111	0.09579534884
112	0.09459007228
113	0.09381693381
114	0.09285697231
115	0.09172936722
116	0.09046705564
117	0.08945870399
118	0.08850884438
119	0.08769777086
120	0.08699886887
121	0.08591181261
122	0.08507785091
123	0.08409309387
124	0.08289153488
125	0.08197644905
126	0.08118352184
127	0.08035431968
128	0.07939433168
129	0.07865626724
130	0.07783889771
131	0.07689758583
132	0.07597135614
133	0.075331476
134	0.07456641727
135	0.073766832
136	0.07279589441
137	0.07180398482
138	0.0711888119
139	0.0704647126
140	0.06967224015
141	0.06898200953
142	0.06835431523
143	0.06762173441
144	0.06686562962
145	0.06624163522
146	0.06551995984
147	0.06475290987
148	0.06421982801
149	0.06355471964
150	0.06272644908
151	0.06216217853
152	0.06162839907
153	0.06102705885
154	0.06040237127
155	0.05996302322
156	0.05930813154
157	0.05886579001
158	0.05830394339
159	0.05784296989
160	0.05725914902
161	0.05693018878
162	0.163	0.069907163	0.164	0.069324164	0.165	0.068636165	0.166	0.067772166	0.167	0.067327167	0.168	0.066930168	0.169	0.066250169	0.05321299588
170	0.171	0.065335171	0.172	0.064678172	0.173	0.064077173	0174	0.0637104174	0175	0.0630956175	0176	0.0625985176	0177	0.0621745177	0178	0.0617402178	0179	0.0612517179	180	0.06063938582
181	0.06002625181	182	0.05944660182	183	0.05906792183184	0.05858048245
185	0.05820895566
186	0.057669401186187	0.057237695187188	0.056759476188189	0.05638033372
190	0.05589207896
191	0.05547843156
192	0.05514985544
193	0.0547085868
194	0.05438445233
195	0.05391254691196	0.05355639811
197	0.05307230243
198	0.05264635881
199	0.05225266792
200	0.05190129633
201	0.05159646493
202	0.0512696637
203	0.05088499299
204	0.05035889149
205	0.05001365255
206	0.04969890912
207	0.04941404307
208	0.04910929115
209	0.04868020835
210	0.04834864316
211	0.04801444654
212	0.04765105247
213	0.04732239246
214	0.04708606667
215	0.046836619215216	0.046442597
217	0.04616743547
218	0.04587080744
219	0.045650632292220	0.04537608447
221	0.04506961946
222	0.04482338605
223	0.04448892452
224	0.04416398649
225	0.04383207692
226	0.04362875444
227	0.04332346386
228	0.04298947476
229	0.042707884752230	0.042310176072231	0.04212054058
232	0.04185527342
233	0.04167603122
234	0.04147275289
235	0.04122337147
236	0.04101672879
237	0.04080564887
238	0.04052235904
239	0.04019090864
240	0.03994367299
241	0.03964098295
242	0.03936723427
243	0.039104947243244	0.038846987244245	0.038689101245246	0.03850099334
247	0.03829523369
248	0.03810071504
249	0.03785375249	250	0.03761227250	251	0.037285251	0.252	0.037070252	0.253	0.036838253	0.254	0.036633254	0.255	0.036379255	0.256	0.036182256	0.257	0.036033257	0.258	0.035847258	0.02832036107
259	0.02808667554
260	0.02794373256
261	0.0278448308
262	0.02769936456
263	0.02758225467
264	0.02737419914
265	0.02724149051
266	0.02707018676
267	0.02693348461
268	0.02678437586
269	0.02660339629
270	0.02644012592
271	0.02628943214
272	0.02614818237
273	0.02599763649
274	0.02586570934
275	0.02572325865
276	0.02560400963
277	0.02554125477
278	0.02543192219
279	0.02533893674
280	0.02521494141
281	0.02507068934
282	0.02495252424
283	0.02486760086
284	0.02469794397
285	0.02456475408
286	0.02442189941
287	0.02432823623
288	0.02421266061
289	0.02404246948
290	0.02389766331
291	0.02379209465
292	0.023676157
293	0.02348889686
294	0.02342077538
295	0.02332333282
296	0.02318013597
297	0.02306472814
298	0.02296684848
299	0.02286014733
300	0.02273688714
301	0.02260767972
302	0.02248149006
303	0.02237362553
304	0.02227498867
305	0.02218570091
306	0.02204974272
307	0.02192605866
308	0.02183850606
309	0.0217663425
310	0.02168675043
311	0.02158237607
312	0.02148395114
313	0.02135905955
314	0.02125791267
315	0.02115820514
316	0.02106085089
317	0.02100628394
318	0.02092225684
319	0.02084456771
320	0.02077004203
321	0.02068551381
322	0.02062273909
323	0.02050549013
324	0.02039466302
325	0.02033483541
326	0.02021832819
327	0.02011740208
328	0.02006169602
329	0.01999496089
330	0.01989484054
331	0.01980285291
332	0.01969514511
333	0.01957141029
334	0.0194950479
335	0.01943399509
336	0.01935179808
337	0.01923716731
338	0.01914879569
339	0.01908944271
340	0.01899804892
341	0.01892653218
342	0.0188436751
343	0.01878069065
344	0.0187028514
345	0.01863389104
346	0.01855903643
347	0.01848094993
348	0.0184001172
349	0.01828266294
350	0.01817074639
351	0.01810847168
352	0.01801784392
353	0.0179543738
354	0.01788689472
355	0.01782535072
356	0.01775541239
357	0.01769173808
358	0.01762855384
359	0.01751572997
360	0.01745452483
361	0.01738410526
362	0.01732674241
363	0.01726609689
364	0.0172039149
365	0.366	0.021211366	0.367	0.021164367	0.368	0.021077368	0.369	0.020950369	0.370	0.020837370	0.371	0.020729371	0.372	0.020645372	0.373	0.020548373	0.374	0.020475374	0.375	0.020408375	0.376	0.020320376	0.377	0.020235377	0.01624619961
378	0379	0.0200493379	0.0161381099
380	0.01608012341
381	0.01601369955
382	0.383	0.019758383	0.384	0.019665384	0.385	0.019584385	0.386	0.01947744025
387	0.01939387	0.0388	0.01388	0.0155389	0.0389	0.01552390	0.0390	0.01546851684
391	0.01538392	0.0392	0.01533729279
393	0.01529007709
394	0.01523087201
395	0.01517647505
396	0.01512006256
397	0.0150398	0.01398	0.0150399	0.01399	0.0149400	0.01400	0.0148401	0.01401	0.014402	0.018402	0.014403	0.018403	0.01404	0.0181404	0.01405	0.0180405	0.01406	0.0179406	0.01455218483
407	0.01452092661
408	0.014474935
409	0.0143410	0.01410	0.0143586651
411	0.01429824476
412	0.01423928693
413	0.01418699159
414	0.01414159271
415	0.01408590763
416	0.01402398171
417	0.01397145677
418	0.01393582092
419	0.01391407296
420	0.01385654343
421	0.01380633646
422	0.01375755337
423	0.01371219533
424	0.01365647272
425	426	0.01673736426	427	0.01668132427	428	0.01661920327
429	0.01659877433
430	0.01655954785
431	0.01651417216
432	0.0164626892
433	0.016388990433434	0.016323549434	0.01314048303
435436	0.016195649436437	0.016154556437438	0.016101970438439	0.01603898737
440	0.01600422462
441	0.01595361144
442	0.01588272055
443	0.015817582443444	0.015753476444445	0.01572002967
446	0.01567222895
447	0.01563332589
448	0.01558504171
449	0.0155305156
450	0.01547096394
451	0.01541181626
452	0.01536247245
453	0.01530500474
454	0.01526255188
455	0.01521206344
456	0.01515831108
457	0.01512055044
458	0.01507046488
459	0.01501550498
460	0.01497630058
461	0.01490809962
462	0.01486943386
463	0.01484412838
464	0.01479971519
465	0.01475310326
466	0.01471294407
467	0.01467405094
468	0.01462160437
469	0.01457115456
470	0.01451385904
471	0.01448115596
472	0.01442334829
473	0.01437303093
474	0.01435112401
475	0.01430981579
476	0.01423890834
477	0.01419676895
478	0.01413456599
479	0.01407728151
480	0.01401602449
481	0.01399405356
482	0.01393736733
483	0.01389457782
484	0.01384264562
485	0.01379238676
486	0.01373634625
487	0.01369984172
488	0.01366367384
489	0.01362111171
490	0.01358526945
491	0.01353290236
492	0.01347353723
493	0.01341637638
494	0.01338471527
495	0.01335130577
496	0.01330951739
497	0.01328076809
498	0.01324525586
499	0.01319502349
500	0.01315674075
501	0.01311754628
502	0.01308410035
503	0.0130300555
504	0.01299379269
505	0.0129344662
506	0.01291310787
507	0.01287264294
508	0.01283162832
509	0.01277942569
510	0.01274336599
511	0.01270831956
512	0.01266055858
513	0.01262451432
514	0.01258150074
515	0.01253835912
516	0.01248633199
517	0.01244666952
518	0.01239751114
519	0.01237597068
520	0.01234071233
521	0.01231022345
522	0.01226670212
523	0.01222643808
524	0.01218274346
525	0.01214922357
526	0.01210954785
527	0.01207056421
528	0.01204460639
529	0.01200828398
530	0.01198171134
531	0.01194925772
532	0.01192602074
533	0.01189570515
534	0.01185737274
535	0.01183531902
536	0.01179158467
537	0.01177355757
538	0.01173797802
539	0.01170318877
540	0.01167270983
541	0.01165562206
542	0.01163031216
543	0.01158894543
544	0.0115619081
545	0.01152675902
546	0.01147761168
547	0.01143432326
548	0.01140790074
549	0.01137045578
550	0.01133817324
551	0.01129981765
552	0.0112678519
553	0.01122178303
554	0.0111884839
555	0.01113718086
556	0.01111571656
557	0.01109644771
558	0.01105390544
559	0.01102079286
560	0.01099480965
561	0.01096818844
562	0.01094166659
563	0.0108964686
564	0.01086427216
565	0.01082364497
566	0.01079621138
567	0.01077209137
568	0.0107589651
569	0.01072959767
570	0.01071084429
571	0.01067214542
572	0.01065454549
573	0.0106328781
574	0.01060151833
575	0.01058236316
576	0.01055154756
577	0.0105277057
578	0.01050323579
579	0.0104648802
580	0.01045608962
581	0.01042577735
582	0.0103960832
583	0.01037752518
584	0.01033706356
585	0.01029736024
586	0.01027311219
587	0.01025312697
588	0.01022266459
589	0.01019059618
590	0.01015908188
591	0.01012881155
592	0.01010421029
593	0.01006612402
594	0.0100406607
595	0.01001647887
596	0.009990361002
597	0.009965772982
598	0.009919661063
599	0.009875598881
600	0.00985001745
601	0.009850052772
602	0.009825958146
603	0.009810756754
604	0.009781806557
605	0.009769051163
606	0.009738487226
607	0.009698949478
608	0.009678527161
609	0.0096637717
610	0.009643297504
611	0.009606660516
612	0.009577634158
613	0.009541002689
614	0.009517678508
615	0.009498646966
616	0.009483593482
617	0.009456053928
618	0.00942948571
619	0.009400024458
620	0.009380042553
621	0.009354924714
622	0.009339780719
623	0.009323894978
624	0.009296374189
625	0.009266118209
626	0.009251662978
627	0.009227074959
628	0.009202449962
629	0.009175829865
630	0.009158127838
631	0.009134917348
632	0.009109618487
633	0.009091196237
634	0.009068340615
635	0.009056645411
636	0.009038082427
637	0.009004291009
638	0.008981640692
639	0.008964116375
640	0.008944502031
641	0.008915833853
642	0.00889396833
643	0.008879627343
644	0.008856740263
645	0.008832604797
646	0.008826786169
647	0.008817490604
648	0.008794616218
649	0.008775545491
650	0.008757919073
651	0.008744525689
652	0.008722441064
653	0.008695835317
654	0.008675301516
655	0.00865139012
656	0.008642291581
657	0.008620709181
658	0.008609020048
659	0.008579144875
660	0.008565869596
661	0.008530562675
662	0.008511451107
663	0.008496978769
664	0.008491269968
665	0.008471814019
666	0.008447612877
667	0.008437180409
668	0.008419241066
669	0.008401548421
670	0.008387852598
671	0.008368284614
672	0.008348195641
673	0.008340605431
674	0.008318087569
675	0.008299842477
676	0.008285006439
677	0.00825703696
678	0.00824291397
679	0.008232997523
680	0.008200584738
681	0.008174970746
682	0.008158121948
683	0.008145741842
684	0.008129276611
685	0.008106642851
686	0.008094243981
687	0.00807575164
688	0.00806902073
689	0.008054986044
690	0.008039635641
691	0.008015496863
692	0.008001222655
693	0.007980079011
694	0.007956438594
695	0.007944027583
696	0.00791640083
697	0.007887409793
698	0.007870493664
699	0.007855400995
700	0.00784457061
701	0.007827904489
702	0.007804844666
703	0.007784449392
704	0.007771888265
705	0.007753749688
706	0.007739072597
707	0.007724870686
708	0.007707447917
709	0.007698921142
710	0.007682136915
711	0.007667917344
712	0.00764668043
713	0.007631445924
714	0.007615069548
715	0.007599995092
716	0.00759077624
717	0.007575430252
718	0.007546856448
719	0.007533977429
720	0.00752391473
721	0.007510107976
722	0.007495608595
723	0.007480101453
724	0.007467891331
725	0.007450273743
726	0.007439384858
727	0.007423382114
728	0.007411609645
729	0.007399700858
730	0.007377987107
731	0.00736239111
732	0.007343300515
733	0.007325863397
734	0.007303207009
735	0.007287975815
736	0.007275870001
737	0.007261469408
738	0.007249733916
739	0.007226931828
740	0.00721113439
741	0.007199019194
742	0.007181433616
743	0.007163374512
744	0.007146530681
745	0.007125372688
746	0.00710873361
747	0.007091609416
748	0.007075487464
749	0.007061260718
750	0.007041931704
751	0.007038275401
752	0.007021723522
753	0.007004913357
754	0.006988928826
755	0.006973073438
756	0.006957818513
757	0.006944461001
758	0.00693219293
759	0.00691912682
760	0.006902246564
761	0.006902237733
762	0.006888452503
763	0.006875556928
764	0.006868469494
765	0.006852632319
766	0.006834707878
767	0.006829022809
768	0.006816763017
769	0.006797030016
770	0.006790312352
771	0.006786532976
772	0.006771983924
773	0.00675730773	0774	0.00674521774	0775	0.00673581775	776	0.006734657776	777	0.006730843777	778	0.006725006778	779	0.006707634779	780	0.006701174780781	0.0066901020781	0.006333288219
782	0.006326350901
783	0.006310269788
784	0.006292825496
785	0.006281092763
786	0.006266907409
787	0.006251271124
788	0.006235021132
789	0.00622131096
790	0.006210387305
791	0.006208380615
792	0.006196648986
793	0.006182681631
794	0.006169136476
795	0.006152482496
796	0.006134030444
797	0.006118932256
798	0.006108038955
799	0.00609436852
800	0.006080360324
801	0.006069308078
802	0.006065544155
803	0.006065558504
804	0.006064785851
805	0.006049981272
80807	0.0063712718380808	0.00635512559808	0.006016695941
809	0.006002392482
810	0.005991802171
811	0.005991770162
812	0.005980880172
813	0.005965214085
814	0.005950188747
815	0.00593729262
816	0.005936768872
817	0.005921349481
818	0.005908713297
819	0.005899137921
820	0.005892067044
821	0.005879330414
822	0.005867464123
823	0.005856523911
824	0.005842331383
825	0.00583136744
826	0.005819687689
82828	0.00615303108828	0.005796568261
829	0.005783436475
8831	0.0061254854568832	0.006119766721832	0.005749681482
8834	0.006094393355834	0.005731138918
835	0.005718744463
836	0.005701286925
837	0.005688921721
838	0.005673077371
839	0.005659657496
840	0.005650061148
841	0.005640933911
842	0.005632315521
843	0.005624237988
844	0.005612601285
846	0.005963681473
847	0.0059505298188848	0.0059397562798849	0.0059312504758850	0.0059146196758850	0.005557710926
851	0.00554634134
852	0.005540328997
853	0.005526048166
854	0.005511006823
855	0.005504339933
856	0.005500696324
857	0.005490639695
858	0.00547898478
859	0.005468759824
860	0.005454760459
861	0.005454756595
862	0.005444835733
863	0.005433240974
864	0.005423659528
865	0.005413207191
866	0.005403154426
867	0.005393733581
868	0.005380902025
869	0.0053719238
870	0.005363651448
871	0.005351610206
872	0.0053515793
873	0.005337842085
874	0.005335464522
875	0.0053281039
876	0.005317311596
877	0.005309330093
878	0.005298554897
879	0.005293204829
880	0.00528378288
881	0.005272693104
882	0.005262048708
883	0.005251596371
884	0.005244302529
885	0.005237431438
886	0.005229631508
887	0.005219213389
888	0.005210379759
889	0.005199327513
890	0.005189667145
891	0.005179055863
892	0.005170258659
893	0.005159924428
894	0.005150545526
895	0.005143982393
896	0.005133138763
897	0.005128979131
898	0.005120384472
899	0.005112819098
900	0.005101958911
901	0.005094448173
902	0.005083575845
903	0.005074562298
904	0.005069115096
905	0.00505875327
906	0.005048714302
907	0.005039092567
908	0.005031440545
909	0.005020804979
910	0.005010433219
911	0.005000808725
918	0.00562233671
919	0.005614421986
920	0.005599996558
921	0.005589485168
922	0.005576432303
923	0.00556494406
924	0.005553250511
925	0.005541288742
926	0.005531217765
927	0.005519668261
9922	0.004920226556929	0.005494332976
930	0.005477120479
931	0.005470388465
932	0.005459762834
933	0.005447775126
934	0.005436802352
935	0.00542985234
936	0.005423723548
937	0.005411617734
938	0.005403520884
939	0.005394604471
940	0.00538435192
941	0.005375629774
942	0.005365062643
943	0.005355103148
944	0.005343783785
945	0.005335901622
946	0.005323261023
947	0.005315065384
948	0.005306257694
949	0.00529721876
950	0.005288587124
951	0.005281935136
952	0.00527312579
953	0.005263860579
954	0.005255139536
955	0.005246515627
956	0.005237084296
957	0.005221097558
958	0.005209485138
959	0.005201716114
960	0.005192515475
961	0.005184173584
962	0.005175960285
963	0.005166179604
964	0.005154967308
965	0.005146961521
966	0.005135620634
967	0.005126757754
968	0.005117664183
969	0.005110573989
970	0.005100713284
971	0.005086734891
972	0.005076694268
973	0.005064495184
974	0.00505967	0.00975	0.005050670218
976	0.005040458507
977	0.00503970	0.00978	0.00502971	0.00979	0.005012928336
980	0.0050973	0.004981	0.0049974	0.004982	0.0049975	0.004983	0.004979237362
984	0.004968042727
985	0.004962018794
986	0.004951990313
987	0.004980	0.0044988	0.00981	0.00442989	0.00982	0.00441990	0.00983	0.00441991	0.00984	0.00441992	0.00985	0.00440705816
986	0.004399524243
987	0.004395603582
988	0.004391315083
989	0.004385997	0.004853594082
998	0.004847629203
999	0.004841781877
994	993	0.004361917995	0.00443491726
996	0.004434913949
997	0.004426880567
998	0.004418995369
999	0.004409003589
63472003
997	0.003658431548
998	0.003647965965
999	0.003641457469
